year,race,driver,team,fastest_lap,avg_lap,pitstops,track_affinity,team_strength,momentum,start_position,air_temp,humidity,rain,home_race,position
2023,Canadian Grand Prix,HAM,Mercedes,75.396,76.842557,0,0.1,0.9,0.2727271983471277,3.0,18.530246913580246,63.901234567901234,0.0,0,3.0
2023,Canadian Grand Prix,SAI,Ferrari,75.911,77.092639,0,0.1,0.85,0.11111109876543349,11.0,18.530246913580246,63.901234567901234,0.0,0,5.0
2023,Canadian Grand Prix,RUS,Mercedes,77.097,77.985911,0,0.1,0.9,0.29999991000002696,4.0,18.530246913580246,63.901234567901234,0.0,0,19.0
2023,Canadian Grand Prix,BOT,Alfa Romeo,76.625,77.732101,1,0.1,0.4,0.09999999000000101,14.0,18.530246913580246,63.901234567901234,0.0,0,10.0
2023,Canadian Grand Prix,PIA,McLaren,76.598,77.663305,0,0.1,0.75,0.09999999000000101,8.0,18.530246913580246,63.901234567901234,0.0,0,11.0
2023,Austrian Grand Prix,VER,Red Bull Racing,67.012,69.308508,0,0.1,0.5,0.599999640000216,1.0,22.398039215686275,52.04575163398693,0.0196078431372549,0,1.0
2023,Austrian Grand Prix,GAS,Alpine,69.046,70.394416,0,0.1,0.7,0.09999999000000101,9.0,22.398039215686275,52.04575163398693,0.0196078431372549,0,10.0
2023,Austrian Grand Prix,PER,Red Bull Racing,68.111,69.794583,0,0.1,0.5,0.09999999000000101,15.0,22.398039215686275,52.04575163398693,0.0196078431372549,0,3.0
2023,Austrian Grand Prix,ALO,Aston Martin,69.108,70.134693,0,0.1,0.8,0.21428566836735677,7.0,22.398039215686275,52.04575163398693,0.0196078431372549,0,5.0
2023,Austrian Grand Prix,LEC,Ferrari,68.82,69.859079,0,0.1,0.85,0.16666663888889352,2.0,22.398039215686275,52.04575163398693,0.0196078431372549,0,2.0
